Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
193825016;1;Vieglā;BMW;116D;2014;2;Vadītājs;39;S;Nē;bez miesas bojājumiem
193825016;2;Vieglā;AUDI;A4;1998;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
193825346;1;Vieglā;MAZDA;6;2008;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
193825346;2;Vieglā;VOLVO;XC60;2010;3;Vadītājs;22;V;Nē;bez miesas bojājumiem
193825346;3;Vieglā;VOLVO;S60;2003;2;Vadītājs;52;V;Nē;bez miesas bojājumiem
193825363;1;Vieglā;OPEL;INSIGNIA SPORTS TOUR;2010;1;Vadītājs;43;V;Jā;bez miesas bojājumiem
193825363;2;Vieglā;NISSAN;QASHQAI;2008;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
193825367;1;Vieglā;AUDI;A6 LIMOUSINE;2017;1;Vadītājs;33;S;Nē;bez miesas bojājumiem
193825381;1;Vieglā;ŠKODA;FABIA;2009;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
193825406;1;Vieglā;VW;PASSAT;2008;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
193825406;2;Vieglā;FORD;FOCUS;2003;2;Vadītājs;61;S;Nē;bez miesas bojājumiem
193825406;3;Vieglā;AUDI;A6 AVANT;2003;3;Vadītājs;38;V;Nē;bez miesas bojājumiem
193825411;1;Vieglā;LEXUS;RX 300;2001;2;Vadītājs;61;V;Nē;bez miesas bojājumiem
193825411;2;Mopēds,motorollers;;;;1;Mopēdists;32;S;Nē;viegli miesas bojājumi
193825459;1;Vieglā;OPEL;ZAFIRA;2006;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
193825462;1;Kravas;IVECO;AT440 S43;2005;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
193825462;2;Puspiekabe;KOGEL;SN 24;2007;2;;;;Nē;
193825472;1;Kravas;DAF;;2011;1;Vadītājs;49;V;Jā;bez miesas bojājumiem
193825472;2;Piekabe;KOEGEL;;2006;2;;;;Nē;
193825496;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
193825539;1;Vieglā;ŠKODA;OCTAVIA;2007;3;Vadītājs;21;V;Nē;bez miesas bojājumiem
193825539;1;Vieglā;ŠKODA;OCTAVIA;2007;4;Pasažieris;10;S;Nē;viegli miesas bojājumi
193825539;2;Vieglā;CHRYSLER;SEBRING;2006;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
193825539;2;Vieglā;CHRYSLER;SEBRING;2006;2;Pasažieris;35;S;Nē;viegli miesas bojājumi
194045706;1;Vieglā;AUDI;80 AVANT;1994;2;Vadītājs;61;V;Nē;viegli miesas bojājumi
194045706;2;Kravas;VW;AMAROK;2013;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
194045712;1;Velosipēds;;;;1;Velosipēda vadītājs;63;V;Nē;viegli miesas bojājumi
194045739;1;Trolejbuss;;;;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
194046035;1;Vieglā;VW;GOLF PLUS;2005;3;;;;Nē;
194046035;2;Vieglā;MAZDA;323;1989;3;;;;Nē;
194046035;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046035;;;;;;2;;;S;Nē;bez miesas bojājumiem
194046051;1;Vieglā;SUBARU;XV;2013;2;Vadītājs;45;S;Nē;bez miesas bojājumiem
194046051;2;Vieglā;VW;PASSAT;2011;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
194046051;3;Vieglā;VOLVO;V70;2012;3;Vadītājs;42;S;Nē;bez miesas bojājumiem
194046061;1;Vieglā;AUDI;Q5;2013;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
194046061;2;Kravas;MERCEDES BENZ;SPRINTER 311;2004;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
194046103;1;Vieglā;BMW;525;2004;1;;;;Nē;
194046135;1;Kravas;VOLVO;FH;2012;2;Vadītājs;52;V;Nē;bez miesas bojājumiem
194046135;2;Puspiekabe;KAESSBOHRER;-;2007;3;;;;Nē;
194046135;3;Vieglā;AUDI;80;1989;1;Vadītājs;77;V;Nē;bez miesas bojājumiem
194046149;1;Piekabe;KILAFORS;SB3A 28 69;2007;2;;;;Nē;
194046149;2;Kravas;SCANIA;R 450;2017;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
194046157;1;Vieglā;OPEL;ASTRA;2010;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
194046161;1;Kravas;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194046161;2;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
194046166;1;Vieglā;VW;BORA;2000;3;;;;Nē;
194046166;2;Vieglā;MAZDA;626;1992;3;;;;Nē;
194046166;;;;;;2;;;V;Nē;bez miesas bojājumiem
194046166;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046169;1;Vieglā;VW;TOURAN;2006;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
194046173;1;Vieglā;FORD;MONDEO;2008;3;Vadītājs;31;S;Nē;bez miesas bojājumiem
194046173;2;Vieglā;VW;SHARAN;1999;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
194046173;3;Vieglā;TOYOTA;AURIS;2017;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
194046182;1;Kravas;FIAT;DUCATO;2017;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
194046182;2;Vieglā;VW;T-ROC;2019;2;Vadītājs;24;S;Nē;bez miesas bojājumiem
194046467;1;Vieglā;TOYOTA;PRIUS;2015;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
194046467;2;Vieglā;AUDI;A5;2007;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
194046472;1;Vieglā;BMW;218D GRAN TOURER;2017;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
194046541;1;Vieglā;SETRA;;2013;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
194046549;1;Vieglā;DACIA;LODGY;2017;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
194046549;2;Vieglā;BMW;320;2004;3;Vadītājs;20;V;Nē;bez miesas bojājumiem
194046549;3;Vieglā;VOLVO;XC70;2014;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
194046571;1;Vieglā;HONDA;ACCORD;2000;2;Vadītājs;59;S;Nē;viegli miesas bojājumi
194046571;2;Vieglā;MAZDA;323 F;1994;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
194046582;1;Vieglā;VOLVO;V70;2008;3;;;;Nē;
194046582;2;Vieglā;VW;GOLF;2006;3;;;;Nē;
194046582;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046582;;;;;;2;;;V;Nē;bez miesas bojājumiem
194046609;1;Vieglā;VOLVO;V50;2005;3;;;;Nē;
194046609;2;Kravas;MERCEDES BENZ;ATEGO;2015;3;;;;Nē;
194046609;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046609;;;;;;2;;;S;Nē;bez miesas bojājumiem
194046905;1;Vieglā;PEUGEOT;308;2020;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
194046905;2;Motocikls;HONDA;CBR 1000RR;2011;1;Vadītājs;46;V;Nē;viegli miesas bojājumi
194046922;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
194046937;1;Vieglā;VOLVO;S80;1999;1;Vadītājs;22;S;Nē;bez miesas bojājumiem
194046957;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194046959;1;Vieglā;TOYOTA;AURIS;2011;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
194046960;1;Piekabe;TAURIGA;TAURAS B 700S;2018;2;;;;Nē;
194046960;2;Vieglā;VOLVO;940;1994;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
194046962;1;Vieglā;MERCEDES BENZ;300;1992;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
194046962;2;Autobuss;SOLARIS;URBINO 15;2001;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
194046964;1;Vieglā;BMW;330;2006;3;;;;Nē;
194046964;2;Vieglā;FORD;FOCUS;2005;3;;;;Nē;
194046964;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046964;;;;;;2;;;S;Nē;bez miesas bojājumiem
194046970;1;Vieglā;LEXUS;RX 300;2006;3;;;;Nē;
194046970;;;;;;1;;;V;Nē;bez miesas bojājumiem
194046970;;;;;;2;;;S;Nē;bez miesas bojājumiem
194047001;1;Vieglā;VW;PASSAT CC;2010;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
194047004;1;Vieglā;AUDI;Q7;2007;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
194047004;2;Vieglā;BMW;530;2007;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
194047009;1;Vieglā;TOYOTA;AVENSIS;2007;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
194047009;2;Vieglā;VW;GOLF;2002;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
194047026;1;Vieglā;AUDI;A4;2008;1;Pasažieris;25;S;Nē;viegli miesas bojājumi
194047026;1;Vieglā;AUDI;A4;2008;2;Vadītājs;26;S;Nē;viegli miesas bojājumi
194047028;1;Vieglā;VW;GOLF;2005;3;;;;Nē;
194047028;2;Vieglā;TOYOTA;LAND CRUISER;2019;3;;;;Nē;
194047028;;;;;;1;;;V;Nē;bez miesas bojājumiem
194047028;;;;;;2;;;V;Nē;bez miesas bojājumiem
194047036;1;Traktortehnika;;;;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
194047344;1;Vieglā;BMW;530;1999;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
194047344;2;Vieglā;SUBARU;LEGACY;;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
194047346;1;Vieglā;FORD;GALAXY;2009;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
194047346;2;Vieglā;VW;TOUAREG;2004;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
194047365;1;Vieglā;AUDI;80;1987;1;Īpašnieks;52;V;Nē;bez miesas bojājumiem
194047375;1;Kravas;MERCEDES BENZ;;;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
194047375;2;Piekabe;SCHMITZ;;;2;;;;Nē;
194047388;1;Kravas vilcējs;VOLVO;FH;2011;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
194047399;1;Vieglā;NISSAN;X TRAIL;2005;3;;;;Nē;
194047399;1;Kravas;NISSAN;X TRAIL;2005;3;;;;Nē;
194047399;2;Vieglā;MERCEDES BENZ;E270;2003;3;;;;Nē;
194047399;;;;;;1;;;V;Nē;bez miesas bojājumiem
194047399;;;;;;2;;;V;Nē;bez miesas bojājumiem
194047417;1;Velosipēds;;;;1;Velosipēda vadītājs;47;V;Nē;viegli miesas bojājumi
194047417;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194047425;1;Vieglā;AUDI;A6 AVANT;1998;1;Vadītājs;28;S;Nē;bez miesas bojājumiem
194047425;1;Vieglā;AUDI;A6 AVANT;1998;3;Pasažieris;;V;Nē;bez miesas bojājumiem
194047425;2;Vieglā;HONDA;CIVIC;1997;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
194047428;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2000;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
194047428;2;Vieglā;CHRYSLER;TOWN & COUNTRY;2000;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
194047454;1;Vieglā;AUDI;A4 AVANT;1997;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
194047454;;;;;;1;Iesniedzējs;53;S;Nē;bez miesas bojājumiem
194047750;1;Kravas;SCANIA;P 270;2008;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
194047782;1;Velosipēds;;;;1;Velosipēda vadītājs;13;S;Nē;viegli miesas bojājumi
194047966;1;Vieglā;AUDI;80;1986;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194047966;2;Vieglā;ŠKODA;RAPID;2015;1;Vadītājs;56;S;Nē;bez miesas bojājumiem
194048165;1;Vieglā;AUDI;A7;2011;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
194048165;;;;;;2;Amatpersona;;;Nē;bez miesas bojājumiem
194048171;1;Vieglā;AUDI;A4;1997;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
194048171;;;;;;2;Gājējs;49;V;Jā;viegli miesas bojājumi
194048194;1;Vieglā;KIA;CERATO;2005;3;;;;Nē;
194048194;2;Vieglā;FORD;S-MAX;2011;3;;;;Nē;
194048194;;;;;;2;;;V;Nē;bez miesas bojājumiem
194048194;;;;;;1;;;V;Nē;bez miesas bojājumiem
194048196;1;Kravas;VOLVO;FH12;2004;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
194048196;2;Puspiekabe;SCHMITZ;SCS 24;2009;2;;;;Nē;
194048212;1;Vieglā;HYUNDAI;TERRACAN;2004;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
194048233;1;Vieglā;BMW;535;2011;3;;;;Nē;
194048233;2;Vieglā;VW;VENTO;1995;3;;;;Nē;
194048233;;;;;;1;;;S;Nē;bez miesas bojājumiem
194048233;;;;;;2;;;V;Nē;bez miesas bojājumiem
194048236;1;Nedefinēts;;;;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
194048236;2;Vieglā;HONDA;CIVIC;2004;1;Vadītājs;29;S;Nē;bez miesas bojājumiem
194048241;1;Vieglā;KIA;SORENTO;2005;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
194048241;1;Vieglā;KIA;SORENTO;2005;2;Pasažieris;52;S;Nē;viegli miesas bojājumi
194048241;2;Piekabe;RYDWAN;EURO A750;2019;3;;;;Nē;
194048255;1;Motocikls;HONDA;GL 1500;1989;1;Pasažieris;35;S;Nē;viegli miesas bojājumi
194048255;1;Motocikls;HONDA;GL 1500;1989;2;Vadītājs;41;V;Nē;gājis bojā
194048264;1;Vieglā;TOYOTA;AVENSIS;2005;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
194048264;2;Velosipēds;;;;2;Velosipēda vadītājs;7;V;Nē;viegli miesas bojājumi
194048287;1;Kravas;IVECO;ML 180E28;2008;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
194048287;2;Nedefinēts;;;;2;Citi;29;V;Nē;bez miesas bojājumiem
194048302;1;Vieglā;VW;PASSAT VARIANT;1999;1;Vadītājs;22;V;Jā;bez miesas bojājumiem
194048307;1;Vieglā;TOYOTA;AVENSIS;2005;1;Vadītājs;69;S;Nē;bez miesas bojājumiem
194048493;1;Vieglā;MERCEDES BENZ;A210;2004;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
194048493;2;Tramvajs;;;;2;Vadītājs;64;S;Nē;bez miesas bojājumiem
194048497;1;Vieglā;FORD;MONDEO;2012;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
194048497;2;Vieglā;AUDI;A4 AVANT;2000;2;Vadītājs;24;S;Nē;bez miesas bojājumiem
194048506;1;Vieglā;SUZUKI;GRAND VITARA;2004;2;Vadītājs;47;V;Nē;bez miesas bojājumiem
194048506;2;Kravas;IVECO;FF 160E32;2015;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
194048507;1;Vieglā;HYUNDAI;I30 CW;2008;1;;;;Nē;
194048507;2;Vieglā;VOLVO;V70;2007;1;;;;Nē;
194048519;1;Vieglā;VOLVO;XC90;2004;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
194048519;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194048525;1;Kravas;SCANIA;R 420;2011;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
194048525;2;Piekabe;HFR;SB240;2002;3;;;;Nē;
194048525;;;;;;1;Citi;57;V;Nē;bez miesas bojājumiem
194048528;1;Vieglā;TOYOTA;YARIS;2019;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
194048528;2;Vieglā;MERCEDES BENZ;CITAN;2013;2;Vadītājs;66;V;Nē;bez miesas bojājumiem
194048547;1;Vieglā;ŠKODA;OCTAVIA;2016;1;Vadītājs;34;V;Jā;bez miesas bojājumiem
194048548;1;Kravas;MERCEDES BENZ;ATEGO;2015;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
194048548;2;Vieglā;CITROEN;C4;2007;2;Vadītājs;50;S;Nē;bez miesas bojājumiem
194048558;1;Vieglā;MERCEDES BENZ;C220;2004;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194048558;2;Vieglā;MAZDA;6;2006;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
194048573;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194048605;1;Vieglā;VOLVO;XC60;2010;2;Vadītājs;45;S;Nē;bez miesas bojājumiem
194048605;2;Vieglā;BMW;118;2007;1;Vadītājs;58;S;Nē;viegli miesas bojājumi
194048608;1;Vieglā;MERCEDES BENZ;ML 270;2002;1;Vadītājs;59;S;Nē;bez miesas bojājumiem
194048835;1;Vieglā;VW;PASSAT VARIANT;1992;3;Pasažieris;16;V;Nē;viegli miesas bojājumi
194048835;1;Vieglā;VW;PASSAT VARIANT;1992;4;Pasažieris;14;V;Nē;viegli miesas bojājumi
194048835;1;Vieglā;VW;PASSAT VARIANT;1992;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
194048835;2;Vieglā;VW;GOLF;2002;2;Vadītājs;58;S;Nē;viegli miesas bojājumi
194048839;1;Vieglā;BMW;318;2000;3;;;;Nē;
194048839;2;Kravas;OPEL;MOVANO;2014;3;;;;Nē;
194048839;;;;;;2;;;V;Nē;bez miesas bojājumiem
194048839;;;;;;1;;;V;Nē;bez miesas bojājumiem
194048847;1;Vieglā;BMW;525;2007;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
194048847;2;Vieglā;VW;GOLF;2001;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194048854;1;Vieglā;ŠKODA;OCTAVIA;2010;3;;;;Nē;
194048854;2;Vieglā;CHRYSLER;TOWN & COUNTRY;2005;3;;;;Nē;
194048854;;;;;;2;;;S;Nē;bez miesas bojājumiem
194048854;;;;;;1;;;V;Nē;bez miesas bojājumiem
194048855;1;Vieglā;NISSAN;QASHQAI;2015;1;;;;Nē;
194048855;2;Vieglā;CHRYSLER;PT CRUISER;2003;1;;;;Nē;
194048920;1;Kravas;MAN;TGA 18.430;2005;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
194048920;2;Puspiekabe;KNAPEN;KOCF 100;2003;2;;;;Nē;
194048950;1;Kravas;MERCEDES BENZ;SPRINTER 313;2007;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
194048950;2;Motocikls;HONDA;CB600F;2007;1;Vadītājs;30;V;Nē;viegli miesas bojājumi
194048967;1;Vieglā;BMW;320;2004;3;;;;Nē;
194048967;2;Vieglā;VW;PASSAT;1999;3;;;;Nē;
194048967;;;;;;1;;;V;Nē;bez miesas bojājumiem
194048967;;;;;;2;;;S;Nē;bez miesas bojājumiem
194049130;1;Vieglā;BMW;X3;2019;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194049137;1;Kravas;MERCEDES BENZ;;2008;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
194049155;1;Vieglā;CITROEN;C4 PICASSO;2008;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
194049155;2;Vieglā;AUDI;Q5;2009;3;Vadītājs;30;S;Nē;bez miesas bojājumiem
194049155;3;Vieglā;;;;2;Pasažieris;53;S;Nē;viegli miesas bojājumi
194049169;1;Velosipēds;;;;1;Velosipēda vadītājs;9;V;Nē;viegli miesas bojājumi
194049221;1;Vieglā;AUDI;A4 AVANT;2012;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
194049221;2;Vieglā;FORD;FOCUS;2006;2;Vadītājs;27;S;Nē;bez miesas bojājumiem
194049248;1;Vieglā;AUDI;80 AVANT;1994;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194049248;;;;;;1;Īpašnieks;55;V;Nē;bez miesas bojājumiem
194049252;1;Vieglā;VW;GOLF PLUS;2008;3;Vadītājs;;V;Nē;bez miesas bojājumiem
194049252;2;Vieglā;TOYOTA;C-HR;2017;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
194049252;;;;;;1;Citi;38;V;Nē;bez miesas bojājumiem
194049264;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
194049281;1;Vieglā;BMW;318;2011;3;;;;Nē;
194049281;2;Vieglā;VW;PASSAT;2004;3;;;;Nē;
194049281;;;;;;1;;;S;Nē;bez miesas bojājumiem
194049281;;;;;;2;;;V;Nē;bez miesas bojājumiem
194049328;1;Autobuss;SOR;BN 8.5;2016;3;;;;Nē;
194049328;2;Vieglā;OPEL;VECTRA STATION WAGON;2005;3;;;;Nē;
194049328;;;;;;2;;;V;Nē;bez miesas bojājumiem
194049328;;;;;;1;;;V;Nē;bez miesas bojājumiem
194049330;1;Vieglā;AUDI;A4 AVANT;1997;2;Pasažieris;0;V;Nē;viegli miesas bojājumi
194049330;1;Vieglā;AUDI;A4 AVANT;1997;1;Vadītājs;26;V;Nē;viegli miesas bojājumi
194049437;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194049443;1;Nedefinēts;;;;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
194049465;1;Kravas;VW;CADDY;2002;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
194049465;2;Vieglā;CHRYSLER;GRAND VOYAGER;2007;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
194049477;1;Vieglā;TOYOTA;COROLLA VERSO;2008;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
194049492;1;Vieglā;VOLVO;XC70;2015;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
194049492;2;Vieglā;OPEL;ASTRA;1998;2;Vadītājs;39;V;Nē;bez miesas bojājumiem
194049497;1;Vieglā;FORD;GALAXY;2006;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
194049497;2;Vieglā;AUDI;A3;1996;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
194049545;1;Vieglā;FORD;FOCUS;2006;3;;;;Nē;
194049545;2;Autobuss;SOLARIS;URBINO 12;2015;3;;;;Nē;
194049545;;;;;;1;;;V;Nē;bez miesas bojājumiem
194049545;;;;;;2;;;S;Nē;bez miesas bojājumiem
194049552;1;Vieglā;MERCEDES BENZ;C200;2003;2;Vadītājs;23;S;Nē;bez miesas bojājumiem
194049552;2;Vieglā;RENAULT;KANGOO;2017;1;Vadītājs;65;V;Nē;bez miesas bojājumiem
194049559;1;Vieglā;TOYOTA;COROLLA;;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
194049559;2;Vieglā;HYUNDAI;GETZ;2007;1;Vadītājs;70;S;Nē;bez miesas bojājumiem
194049566;1;Autobuss;SOLARIS;URBINO 15;2001;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
194049566;2;Vieglā;AUDI;80;1991;2;Vadītājs;73;V;Nē;bez miesas bojājumiem
194049583;1;Vieglā;MITSUBISHI;CARISMA;1998;1;;;;Nē;
194049583;2;Kravas;VW;CADDY;2000;1;;;;Nē;
194049590;1;Vieglā;AUDI;TT;2002;1;Vadītājs;35;S;Nē;bez miesas bojājumiem
194049630;1;Autobuss;SOLARIS;URBINO 18;2015;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
194049630;2;Vieglā;HYUNDAI;GETZ;2004;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
194049641;1;Vieglā;MERCEDES BENZ;A200;2005;2;Vadītājs;54;V;Nē;bez miesas bojājumiem
194049641;2;Vieglā;BMW;X3;2007;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
194049643;1;Vieglā;NISSAN;JUKE;2012;3;Vadītājs;62;V;Nē;bez miesas bojājumiem
194049643;2;Vieglā;RENAULT;LAGUNA;2005;2;Vadītājs;39;S;Nē;bez miesas bojājumiem
194049643;3;Vieglā;TOYOTA;COROLLA;2019;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
194049646;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
194049665;1;Vieglā;PEUGEOT;308;2010;1;;;;Nē;
194049665;2;Vieglā;FORD;FOCUS;2007;1;;;;Nē;
194049671;1;Vieglā;OPEL;CORSA;2008;1;;;;Nē;
194049673;1;Traktortehnika;;;;2;Vadītājs;58;V;Nē;bez miesas bojājumiem
194049673;1;Traktortehnika;;;;1;Pasažieris;56;S;Nē;viegli miesas bojājumi
194049677;1;Piekabe;JYKI;V31 T0;2011;3;;;;Nē;
194049677;2;Vieglā;OPEL;MERIVA;2007;2;Vadītājs;57;S;Nē;bez miesas bojājumiem
194049677;3;Kravas;VOLVO;FH;2018;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
194049687;1;Vieglā;NISSAN;QASHQAI;2013;1;;;;Nē;
194049687;2;Vieglā;HYUNDAI;I30;2008;1;;;;Nē;
194049696;1;Vieglā;BMW;X5;2008;1;;;;Nē;
194049696;2;Vieglā;VOLVO;XC90;2006;1;;;;Nē;
194049729;1;Vieglā;AUDI;A6 AVANT;1996;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
194049729;2;Vieglā;NISSAN;PULSAR;2016;2;Vadītājs;28;S;Nē;bez miesas bojājumiem
194049736;1;Vieglā;TOYOTA;YARIS;2000;1;;;;Nē;
194049736;2;Vieglā;AUDI;A6;2008;1;;;;Nē;
194049755;1;Vieglā;VOLVO;XC70;2003;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
194049782;1;Vieglā;VW;CARAVELLE;2013;3;;;;Nē;
194049782;2;Vieglā;VOLVO;V50;2008;3;;;;Nē;
194049782;;;;;;2;;;S;Nē;bez miesas bojājumiem
194049782;;;;;;1;;;V;Nē;bez miesas bojājumiem
194049789;1;Vieglā;TOYOTA;AVENSIS;2012;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
194049789;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194049816;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
194049820;1;Vieglā;TOYOTA;COROLLA VERSO;2003;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
194049820;2;Vieglā;FORD;MONDEO;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
194049840;1;Velosipēds;;;;1;Velosipēda vadītājs;15;V;Nē;viegli miesas bojājumi
194049843;1;Vieglā;BMW;330;2006;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
194049843;2;Vieglā;OPEL;ASTRA;2002;1;Vadītājs;62;V;Nē;smagi miesas bojājumi
194049845;1;Vieglā;OPEL;ASTRA STATION WAGON;2006;2;Vadītājs;71;V;Nē;bez miesas bojājumiem
194049845;2;Vieglā;FORD;MONDEO;2007;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
194049856;1;Vieglā;OPEL;VECTRA;2002;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
194049858;1;Vieglā;AUDI;A3;1998;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
194049858;2;Trolejbuss;;;;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
194049873;1;Vieglā;RENAULT;MEGANE SCENIC;2005;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
194049873;2;Puspiekabe;KRONE;SD;2008;3;;;;Nē;
194049873;3;Kravas;SCANIA;124;2001;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
